srno,mobmake,hubid,hubpincode,pickuppartnerid,deliverypartnerid,insuranceCompanyId,custpincodecategory,claimtype,custpincode,memcreateddate,mobilepurchasedate,claimintdate,servicecntrid,pickupStartdate
3025956,AE,2,110018,233,245,131,A,ADLD,110009,2017-11-11,2017-11-10,2018-03-27,4093,2018-04-02
3039813,C,3,560011,308,245,131,A,ADLD,560066,2017-02-25,2017-02-25,2018-03-30,4461,2018-04-06
2827720,AD,2,110018,201,201,228,0,ADLD,201016,2017-08-26,2017-08-24,2018-02-01,4148,2018-02-03
2939130,C,10,226010,201,201,228,0,ADLD,225001,2018-01-11,2018-01-02,2018-03-04,4547,2018-03-10
2957487,AM,2,110018,233,233,131,A,ADLD,110052,2017-10-23,2017-10-19,2018-03-08,4092,2018-03-13
2944876,C,2,110018,308,233,131,A,ADLD,110013,2017-10-25,2017-04-14,2018-03-06,4091,2018-03-20
3027808,AN,21,110015,201,233,131,D,ADLD,140118,2017-09-13,2017-09-09,2018-03-27,4580,2018-04-05
3060403,G,1,400059,233,233,131,A,ADLD,711102,2017-08-18,2017-08-14,2018-04-06,4011,2018-04-09
2891642,AM,2,110018,233,233,228,A,ADLD,110043,2018-01-20,2018-01-19,2018-02-20,4092,2018-02-23
2840556,AH,1,400059,233,233,131,B,ADLD,422001,2017-02-19,2017-02-17,2018-02-05,4016,2018-02-08
2888510,AA,24,110092,233,233,131,A,ADLD,201310,2017-05-10,2017-05-04,2018-02-20,4150,2018-03-07
2950418,AI,8,700064,233,233,131,C,ADLD,754021,2017-12-13,2017-12-13,2018-03-07,4499,2018-03-16
2948355,AJ,3,560011,308,233,228,A,ADLD,560085,2017-08-29,2017-06-26,2018-03-07,4460,2018-03-21
2847862,AN,9,411016,233,233,131,A,ADLD,411016,2017-02-17,2017-02-16,2018-02-07,4581,2018-02-09
2885111,AN,21,110015,233,233,131,A,ADLD,110080,2017-11-17,2017-11-11,2018-02-19,4580,2018-02-28
2963951,AN,7,500004,233,233,131,A,ADLD,501506,2017-12-10,2017-12-06,2018-03-10,4403,2018-03-20
2948695,AN,21,110015,201,233,131,0,ADLD,228001,2017-07-17,2017-06-07,2018-03-07,4393,2018-03-22
2971659,AJ,25,560037,233,245,131,A,ADLD,560029,2016-12-07,2016-12-06,2018-03-12,4460,2018-03-14
2857319,AJ,8,700064,233,233,131,A,ADLD,700014,2017-05-23,2017-05-22,2018-02-09,4499,2018-02-13
2904408,AN,3,560011,233,233,131,A,ADLD,560043,2017-07-21,2017-07-21,2018-02-24,4467,2018-02-26
3014307,AN,8,700064,233,233,131,A,ADLD,700007,2017-05-18,2017-05-17,2018-03-24,4508,2018-04-02
3071682,AN,21,110015,308,245,131,A,ADLD,110087,2017-07-28,2017-07-27,2018-04-10,4580,2018-04-16
2860838,AD,2,110018,233,233,228,A,ADLD,201010,2017-09-06,2017-09-04,2018-02-11,4148,2018-02-14
2868028,AJ,7,500004,233,233,131,A,ADLD,500003,2017-06-13,2017-06-11,2018-02-14,4474,2018-02-20
2939967,AN,3,560011,233,233,131,A,ADLD,560103,2017-07-10,2017-06-17,2018-03-05,4467,2018-03-07
2926852,AJ,2,110018,233,233,131,A,ADLD,110044,2018-01-29,2018-01-25,2018-03-01,4388,2018-03-03
2904557,AN,7,500004,233,233,131,C,ADLD,504001,2017-04-17,2017-04-12,2018-02-24,4403,2018-03-12
2951287,AN,21,110015,233,233,131,C,ADLD,784001,2017-08-03,2017-07-28,2018-03-07,4580,2018-03-13
2951287,AN,21,110015,233,233,131,C,ADLD,784001,2017-08-03,2017-07-06,2018-03-07,4580,2018-03-13
2951287,AN,21,110015,233,233,131,B,ADLD,221010,2017-08-03,2017-07-06,2018-03-07,4580,2018-03-13
2951287,AN,21,110015,233,233,131,B,ADLD,221010,2017-08-03,2017-07-28,2018-03-07,4580,2018-03-13
2987050,AJ,2,110018,201,233,131,D,ADLD,127046,2018-01-16,2017-11-24,2018-03-16,4388,2018-03-19
2982720,AI,7,500004,233,233,131,B,ADLD,530013,2018-03-03,2018-03-03,2018-03-15,4474,2018-03-27
2983542,AN,17,800001,233,233,131,C,ADLD,854105,2018-02-28,2018-02-15,2018-03-15,4410,2018-03-31
3021201,AN,22,400104,233,233,131,B,ADLD,390021,2016-04-04,2016-04-01,2018-03-26,4581,2018-03-30
3031747,AN,22,400104,233,233,131,B,ADLD,390021,2017-07-07,2017-07-06,2018-03-28,4581,2018-04-03
2999632,C,12,302006,233,233,131,B,ADLD,301707,2018-02-28,2017-09-23,2018-03-20,4453,2018-03-28
3017746,AN,21,110015,233,233,131,A,ADLD,110019,2017-11-16,2018-04-07,2018-03-25,4580,2018-04-03
3069371,AN,22,400104,233,233,228,A,ADLD,400059,2018-03-24,2018-03-24,2018-04-09,4581,2018-04-14
3005002,C,8,700064,233,233,228,A,ADLD,700001,2018-02-05,2017-08-08,2018-03-21,4511,2018-04-08
2839574,AN,21,110015,233,245,131,A,ADLD,110034,2017-05-08,2017-05-05,2018-02-05,4580,2018-02-08
2881035,C,5,380009,233,245,131,A,ADLD,380015,2017-09-13,2017-03-26,2018-02-17,4546,2018-02-24
2859483,C,2,110018,233,245,228,A,ADLD,110026,2018-01-22,2018-01-13,2018-02-10,4091,2018-02-15
3056693,AN,26,560066,233,245,131,A,ADLD,560100,2018-01-23,2018-01-23,2018-04-05,5001,2018-04-09
2865507,AN,21,110015,233,233,131,A,ADLD,122002,2017-11-07,2017-10-22,2018-02-13,4580,2018-02-20
2961018,AD,6,160059,233,233,131,C,ADLD,174103,2018-01-17,2017-10-09,2018-03-09,4443,2018-03-16
3047022,C,10,226010,233,233,131,A,ADLD,226010,2017-11-20,2017-11-20,2018-04-02,4547,2018-04-05
2969269,AN,7,500004,233,233,131,B,ADLD,522647,2017-06-30,2017-06-28,2018-03-10,4403,2018-03-13
3017366,AJ,27,110034,201,233,131,0,ADLD,335804,2017-07-21,2017-06-30,2018-03-25,4388,2018-03-28
3065863,U,3,560011,233,233,228,A,ADLD,560067,2018-03-07,2017-05-19,2018-04-08,4399,2018-04-11
2844653,C,2,110018,233,245,131,A,ADLD,110016,2017-11-24,2017-11-21,2018-02-06,4091,2018-02-09
2820115,AK,12,302006,233,233,228,B,ADLD,342006,2017-06-03,2017-05-24,2018-01-30,4407,2018-02-11
2921149,AN,21,110015,233,233,131,B,ADLD,148024,2017-04-24,2017-04-22,2018-02-27,4580,2018-03-01
3004413,AN,21,110015,201,233,131,0,ADLD,177601,2017-12-13,2017-12-09,2018-03-21,4580,2018-03-26
3043387,AD,1,400059,308,233,131,A,ADLD,400060,2017-09-08,2017-09-05,2018-03-31,4011,2018-04-07
3074237,AN,26,560066,233,233,131,A,ADLD,560032,2017-04-23,2017-04-21,2018-04-11,5001,2018-04-17
3074237,AN,26,560066,233,233,131,A,ADLD,560032,2017-04-23,2016-10-13,2018-04-11,5001,2018-04-17
2837228,C,2,110018,233,233,131,B,ADLD,132103,2017-02-24,2017-02-23,2018-02-03,4094,2018-02-05
2982094,AN,21,110015,308,233,131,A,ADLD,110083,2016-10-24,2016-10-20,2018-03-15,4580,2018-03-21
2978651,AN,22,400104,233,233,131,A,ADLD,400043,2017-11-17,2016-09-15,2018-03-14,4581,2018-03-24
2885394,AE,2,110018,233,233,228,A,ADLD,110045,2017-08-01,2017-02-20,2018-02-19,4093,2018-02-21
2881183,C,2,110018,233,233,228,A,ADLD,110091,2017-05-03,2017-03-03,2018-02-17,4550,2018-02-23
2907754,AN,26,560066,233,233,131,A,ADLD,600011,2018-01-15,2017-10-11,2018-02-26,5001,2018-03-14
2925222,H,1,400059,233,233,131,A,ADLD,500016,2018-01-29,2017-12-23,2018-02-28,4011,2018-03-07
2844440,AJ,2,110018,233,233,131,A,ADLD,110032,2017-05-11,2017-05-03,2018-02-06,4388,2018-02-12
2904204,AN,21,110015,233,233,131,A,ADLD,122001,2017-06-28,2017-06-27,2018-02-24,4580,2018-02-26
2831912,AJ,2,110018,233,233,228,A,ADLD,201306,2017-11-08,2017-09-05,2018-02-02,4388,2018-02-05
2833286,AJ,2,110018,233,233,228,B,ADLD,201206,2017-12-11,2017-12-08,2018-02-02,4388,2018-02-05
2854492,AN,21,110015,233,233,131,B,ADLD,180001,2017-03-14,2017-02-26,2018-02-09,4580,2018-02-16
2907996,AN,8,700064,233,233,131,C,ADLD,743166,2017-09-28,2017-09-25,2018-02-26,4508,2018-02-27
2898183,F,1,400059,233,233,131,C,ADLD,152001,2017-07-06,2017-06-26,2018-02-22,4011,2018-02-24
2940178,AA,24,110092,233,233,131,A,ADLD,110059,2016-09-23,2016-08-17,2018-03-05,4150,2018-03-08
2949785,AN,3,560011,233,233,131,A,ADLD,560107,2017-09-23,2017-09-20,2018-03-07,4467,2018-03-12
2905995,AN,21,110015,233,233,131,A,ADLD,201003,2018-01-12,2017-11-15,2018-02-24,4580,2018-03-16
2938407,AN,22,400104,233,233,131,B,ADLD,396195,2017-05-22,2017-03-02,2018-03-04,4581,2018-03-17
2990187,Y,2,110018,308,233,131,A,ADLD,110002,2017-06-16,2017-06-10,2018-03-17,4147,2018-03-21
2971560,J,2,110018,233,233,131,A,ADLD,400077,2017-12-23,2017-12-21,2018-03-12,4432,2018-03-20
2995669,AN,26,560066,233,233,228,A,EW,560076,2016-10-31,2016-10-01,2018-03-19,5001,2018-03-24
3035766,AN,26,560066,233,233,131,A,ADLD,560076,2017-10-03,2017-09-29,2018-03-29,5001,2018-04-03
3008481,AN,17,800001,233,233,131,C,ADLD,826001,2017-11-18,2017-08-02,2018-03-22,4538,2018-04-01
3028060,AN,21,110015,233,233,131,B,ADLD,134108,2017-05-16,2017-05-13,2018-03-27,4580,2018-04-07
3044664,AN,8,700064,233,233,131,B,ADLD,781024,2017-02-06,2017-02-04,2018-04-01,4508,2018-04-09
3072379,AJ,27,110034,233,233,131,A,ADLD,121003,2017-06-11,2017-06-02,2018-04-10,4388,2018-04-17
2971008,AN,26,560066,308,245,131,A,ADLD,560041,2017-07-22,2017-02-25,2018-03-12,5001,2018-03-22
2824818,C,11,641012,233,201,131,A,ADLD,641004,2017-06-16,2016-10-20,2018-01-31,4492,2018-02-07
3058979,AN,26,560066,233,233,131,A,ADLD,641114,2017-05-05,2017-05-03,2018-04-05,4495,2018-04-07
2839952,AN,21,110015,233,233,131,B,ADLD,181133,2017-09-14,2017-09-08,2018-02-05,4580,2018-02-19
2963539,AJ,23,400001,233,233,131,A,ADLD,401302,2017-10-01,2017-09-24,2018-03-10,4398,2018-03-22
3005005,AA,4,600024,233,233,228,A,ADLD,600119,2018-01-12,2018-01-04,2018-03-21,4485,2018-03-22
3006475,AA,7,500004,233,233,131,B,ADLD,530017,2018-02-25,2018-02-20,2018-03-22,4479,2018-03-29
2894459,C,2,110018,233,233,228,A,ADLD,201002,2017-06-26,2016-10-13,2018-02-21,4091,2018-02-23
3072467,AA,7,500004,233,233,228,A,ADLD,500054,2018-04-07,2018-03-28,2018-04-10,4479,2018-04-21
2829214,C,10,226010,233,233,131,A,ADLD,226001,2018-01-16,2018-01-15,2018-02-01,4444,2018-02-03
2899523,AN,22,400104,233,233,131,B,ADLD,452009,2017-06-30,2017-06-15,2018-02-23,4581,2018-02-26
3035105,C,2,110018,233,233,131,A,ADLD,110024,2017-11-06,2017-11-06,2018-03-29,4550,2018-04-04
3006890,AN,22,400104,233,245,131,B,ADLD,395002,2017-05-04,2017-05-03,2018-03-22,4581,2018-03-27
2878987,AJ,2,110018,233,233,228,A,ADLD,110091,2017-12-17,2017-12-16,2018-02-16,4388,2018-02-19
2878237,AJ,7,500004,233,233,131,A,ADLD,500045,2017-07-24,2017-07-21,2018-02-16,4474,2018-02-21
2870371,Y,7,500004,233,233,131,A,ADLD,500092,2017-05-27,2017-04-08,2018-02-14,4403,2018-02-26
2870371,Y,7,500004,233,233,131,A,ADLD,500092,2017-05-27,2017-03-22,2018-02-14,4403,2018-02-26
2940496,AJ,3,560011,233,233,228,A,ADLD,560080,2018-02-11,2017-11-03,2018-03-05,4460,2018-03-07
3038299,AJ,25,560037,308,233,131,A,ADLD,560043,2017-08-25,2017-08-25,2018-03-30,4460,2018-04-03
3012241,J,2,110018,233,233,131,B,ADLD,125001,2017-04-19,2017-04-11,2018-03-23,5138,2018-03-31
3038258,AN,21,110015,0,233,131,C,ADLD,141001,2017-06-28,2017-06-24,2018-03-30,4580,2018-04-04
3038258,AN,21,110015,233,233,131,C,ADLD,141001,2017-06-28,2017-06-24,2018-03-30,4580,2018-04-04
3053553,AJ,7,500004,233,233,131,A,ADLD,500016,2017-05-09,2017-05-08,2018-04-04,4474,2018-04-11
2956985,AN,26,560066,233,245,131,A,ADLD,560037,2017-06-08,2017-06-06,2018-03-08,5001,2018-03-19
2846861,AN,21,110015,233,233,228,A,ADLD,122001,2018-01-18,2017-07-22,2018-02-06,4580,2018-02-11
2887807,C,2,110018,233,233,131,A,ADLD,110087,2017-04-27,2017-04-21,2018-02-19,4091,2018-03-05
2949543,AN,7,500004,233,233,228,B,ADLD,522007,2018-01-19,2017-02-11,2018-03-07,4403,2018-03-11
2940511,AN,8,700064,233,233,131,A,ADLD,711106,2017-06-07,2017-06-01,2018-03-05,4508,2018-03-11
2999321,AN,21,110015,308,233,228,A,ADLD,122001,2018-02-24,2017-10-01,2018-03-19,4580,2018-03-23
3004040,AN,21,110015,233,233,131,A,ADLD,110085,2016-04-04,2017-03-24,2018-03-21,4580,2018-03-27
2824802,C,5,380009,233,233,131,A,ADLD,382330,2017-12-28,2017-10-23,2018-01-31,4546,2018-02-05
2867369,AN,21,110015,233,233,228,B,ADLD,132001,2018-01-28,2017-09-30,2018-02-13,4580,2018-02-17
2843520,AN,4,600024,233,233,131,A,ADLD,600122,2017-12-29,2017-06-02,2018-02-06,4490,2018-02-17
2862563,AN,2,110018,233,233,228,A,ADLD,110051,2017-12-16,2017-10-06,2018-02-12,4147,2018-02-16
2851843,AI,6,160059,233,233,131,C,ADLD,143105,2017-12-11,2017-12-11,2018-02-08,4437,2018-02-15
2906003,AJ,1,400059,233,233,131,A,ADLD,400059,2017-10-17,2017-10-16,2018-02-24,4398,2018-03-01
2931905,AN,22,400104,233,233,131,A,ADLD,400013,2018-01-12,2018-01-07,2018-03-03,4581,2018-03-10
2923014,AN,21,110015,233,233,131,A,ADLD,302018,2017-08-21,2017-08-16,2018-02-28,4580,2018-03-14
2931242,AN,21,110015,233,233,131,A,ADLD,122101,2018-01-26,2018-01-25,2018-03-03,4580,2018-03-07
2971108,AN,21,110015,233,233,131,A,ADLD,302019,2017-03-25,2017-03-23,2018-03-12,4580,2018-03-13
2960012,AJ,12,302006,233,233,131,A,ADLD,302021,2018-01-18,2018-01-18,2018-03-09,4407,2018-03-20
2970195,AM,8,700064,233,233,131,C,ADLD,752101,2018-02-28,2018-02-28,2018-03-11,4502,2018-03-17
2980410,AN,22,400104,233,233,131,C,ADLD,476001,2018-02-25,2017-12-04,2018-03-14,4581,2018-03-22
3025352,AJ,23,400001,233,233,228,B,ADLD,452016,2018-03-07,2018-02-24,2018-03-27,4398,2018-04-04
3049584,AA,24,110092,233,233,131,B,ADLD,390016,2017-12-29,2017-12-19,2018-04-03,4150,2018-04-07
3032318,AI,23,400001,233,233,131,A,ADLD,400069,2017-11-03,2017-11-02,2018-03-28,4398,2018-04-09
2949276,C,5,380009,233,245,131,A,ADLD,380015,2017-03-18,2017-03-14,2018-03-07,4546,2018-03-11
3003068,AN,5,380009,233,245,131,C,ADLD,363020,2017-06-03,2016-12-26,2018-03-21,4581,2018-03-21
3006500,AN,22,400104,233,245,131,B,ADLD,364001,2017-06-19,2017-06-16,2018-03-22,4581,2018-03-29
2903992,AN,7,500004,233,233,228,A,ADLD,500088,2018-01-07,2017-10-09,2018-02-24,4403,2018-03-06
2931174,L,2,110018,233,233,131,C,ADLD,144402,2017-02-15,2018-01-08,2018-03-03,4154,2018-03-12
3066323,AJ,27,110034,233,233,131,A,ADLD,122051,2018-02-23,2018-01-24,2018-04-08,4388,2018-04-15
2971949,AN,22,400104,233,233,131,B,ADLD,431602,2017-04-21,2017-04-19,2018-03-12,4581,2018-03-19
2931238,AN,21,110015,233,233,131,A,ADLD,110062,2017-04-06,2017-04-05,2018-03-03,4580,2018-03-07
2953745,AM,2,110018,233,233,131,A,ADLD,110074,2017-01-06,2017-01-01,2018-03-08,4092,2018-03-10
2885357,U,2,110018,233,233,131,A,ADLD,110075,2017-04-30,2017-04-30,2018-02-19,4095,2018-02-21
3076689,AJ,7,500004,233,233,228,A,ADLD,500054,2018-03-22,2018-03-20,2018-04-12,4474,2018-04-16
2875095,AI,6,160059,233,233,131,C,ADLD,143001,2017-10-25,2017-10-24,2018-02-15,4437,2018-03-10
3022198,AJ,27,110034,233,233,131,B,ADLD,342001,2018-02-27,2018-02-27,2018-03-26,4388,2018-03-28
3022198,AJ,27,110034,0,233,131,B,ADLD,342001,2018-02-27,2018-02-27,2018-03-26,4388,2018-03-28
3049746,AN,26,560066,233,233,131,B,ADLD,600048,2017-04-28,2017-04-27,2018-04-03,5001,2018-04-05
2842468,AN,6,160059,233,233,131,B,ADLD,141401,2017-02-10,2017-02-08,2018-02-05,4673,2018-02-09
3031231,C,10,226010,233,233,228,A,ADLD,226024,2017-05-16,2017-03-04,2018-03-28,4547,2018-04-02
3092661,AN,21,110015,233,233,131,A,ADLD,110032,2017-08-19,2017-08-11,2018-04-17,4580,2018-04-20
2871608,AN,21,110015,233,233,131,A,ADLD,201005,2017-07-24,2017-07-21,2018-02-14,4580,2018-02-20
2866015,AN,7,500004,233,233,131,D,ADLD,505304,2016-08-10,2016-07-22,2018-02-13,4403,2018-02-16
2904384,AN,22,400104,233,233,131,A,ADLD,400072,2017-04-18,2017-04-13,2018-02-24,4581,2018-02-26
2895849,AA,9,411016,233,233,131,B,ADLD,416012,2018-01-30,2018-01-08,2018-02-22,4027,2018-02-23
2909559,AN,3,560011,233,233,228,A,ADLD,560076,2017-06-16,2016-04-22,2018-02-26,4467,2018-03-05
2971861,AN,21,110015,233,233,131,B,ADLD,131001,2018-02-04,2018-01-05,2018-03-12,4580,2018-03-17
2931692,AN,22,400104,233,233,131,A,ADLD,400069,2017-06-15,2017-06-09,2018-03-03,4581,2018-03-10
2931750,AJ,10,226010,233,233,131,B,ADLD,243005,2018-02-04,2017-08-05,2018-03-03,4444,2018-03-07
2982147,AJ,2,110018,201,233,228,0,ADLD,201016,2017-07-25,2016-05-19,2018-03-15,4388,2018-03-17
2986643,AI,27,110034,233,233,131,A,ADLD,110086,2017-10-27,2017-10-26,2018-03-16,4388,2018-04-03
2956399,AJ,2,110018,233,233,131,A,ADLD,110059,2017-09-12,2017-09-01,2018-03-08,4388,2018-03-18
3046630,AJ,25,560037,233,233,131,A,ADLD,600010,2017-06-13,2017-06-10,2018-04-02,4482,2018-04-05
3048832,C,2,110018,233,233,131,A,ADLD,110092,2017-01-09,2016-12-24,2018-04-03,4550,2018-04-10
3084671,AN,7,500004,233,233,131,A,ADLD,500097,2017-11-15,2017-11-13,2018-04-14,4403,2018-04-22
2927110,C,3,560011,233,245,131,A,ADLD,560040,2017-12-31,2017-10-08,2018-03-01,4461,2018-03-03
2873629,C,3,560011,233,245,131,A,ADLD,560004,2018-01-01,2018-01-01,2018-02-15,4461,2018-02-24
3062956,C,3,560011,233,245,228,A,ADLD,560018,2018-02-10,2018-02-05,2018-04-07,4461,2018-04-12
3029283,C,10,226010,201,201,131,0,ADLD,209732,2017-05-17,2017-05-15,2018-03-28,4547,2018-04-10
2820150,AN,22,400104,233,233,131,A,ADLD,382481,2017-03-25,2017-03-23,2018-01-30,4581,2018-02-05
2863456,AJ,2,110018,233,233,228,A,ADLD,110067,2018-01-24,2017-09-26,2018-02-12,4388,2018-02-14
2930980,AJ,8,700064,233,233,131,A,ADLD,700020,2017-04-06,2017-04-06,2018-03-02,4499,2018-03-06
2938111,AJ,6,160059,233,233,228,C,ADLD,141013,2018-02-13,2017-06-18,2018-03-03,4437,2018-03-09
3001116,AA,24,110092,308,233,228,A,ADLD,122002,2018-02-23,2018-02-20,2018-03-20,4150,2018-03-22
3050491,AN,7,500004,233,233,228,A,ADLD,500038,2017-07-20,2017-07-19,2018-04-03,4403,2018-04-06
2841209,AN,3,560011,233,233,131,B,ADLD,585101,2017-02-06,2017-02-04,2018-02-05,4467,2018-02-10
2829212,AJ,17,800001,233,233,228,A,ADLD,800001,2017-06-29,2017-06-05,2018-02-01,4370,2018-02-06
2898573,AJ,7,500004,233,233,228,B,ADLD,522002,2018-02-06,2017-10-16,2018-02-22,4474,2018-02-26
2907050,C,11,641012,233,233,131,B,ADLD,638002,2016-12-24,2016-12-13,2018-02-25,4492,2018-03-15
2822960,AN,22,400104,233,233,228,A,EW,400067,2017-01-14,2016-12-05,2018-01-31,4581,2018-02-05
3022860,AJ,25,560037,233,233,131,A,ADLD,560050,2017-07-26,2017-07-20,2018-03-26,4460,2018-04-13
2843979,AJ,4,600024,233,233,131,A,ADLD,600001,2017-07-23,2017-07-23,2018-02-06,4482,2018-02-14
2862624,AN,22,400104,233,233,131,B,ADLD,395002,2018-01-03,2017-12-27,2018-02-12,4581,2018-02-15
2908042,AJ,2,110018,233,233,228,A,ADLD,110037,2018-02-03,2017-05-06,2018-02-26,4388,2018-02-28
2863378,C,12,302006,233,233,131,B,ADLD,313001,2017-10-05,2017-09-29,2018-02-12,4453,2018-02-16
2844953,Y,8,700064,233,233,131,B,ADLD,734001,2016-05-24,2017-06-10,2018-02-06,4508,2018-02-11
2971341,AA,24,110092,233,233,228,A,ADLD,110091,2018-01-05,2016-07-12,2018-03-12,4150,2018-03-25
3059745,C,12,302006,233,233,131,B,ADLD,313001,2017-04-24,2016-06-16,2018-04-06,4453,2018-04-09
3026158,AJ,7,500004,233,233,228,B,ADLD,505209,2018-02-24,2018-01-16,2018-03-27,4474,2018-03-31
2962165,AJ,8,700064,233,233,228,A,ADLD,700035,2017-07-12,2018-03-15,2018-03-10,4500,2018-03-12
2823060,AN,22,400104,233,233,131,A,ADLD,400093,2017-05-29,2017-05-25,2018-01-31,4581,2018-02-03
2853258,AJ,8,700064,233,233,131,A,ADLD,700019,2017-05-10,2017-05-09,2018-02-08,4499,2018-02-14
2877028,AI,8,700064,233,233,131,B,ADLD,700127,2017-12-26,2017-12-26,2018-02-16,4499,2018-02-19
2904255,AJ,6,160059,233,233,131,C,ADLD,174303,2017-09-18,2017-09-17,2018-02-24,4437,2018-02-26
2841165,AJ,1,400059,233,233,131,B,ADLD,422009,2017-05-05,2017-05-05,2018-02-05,4398,2018-02-17
2908500,AN,21,110015,233,233,131,B,ADLD,202002,2018-01-09,2018-01-05,2018-02-26,4580,2018-03-01
2916424,AN,4,600024,233,233,131,A,ADLD,600122,2017-12-23,2017-12-13,2018-02-27,4490,2018-03-09
2987457,AN,21,110015,233,233,131,A,ADLD,110053,2017-10-02,2017-10-01,2018-03-16,4580,2018-03-19
2975691,AN,21,110015,233,233,131,B,ADLD,151505,2017-12-15,2017-10-05,2018-03-13,4580,2018-03-16
2999603,AN,22,400104,233,233,228,B,ADLD,452016,2018-02-28,2018-02-27,2018-03-20,4581,2018-03-21
2970877,AJ,2,110018,233,233,228,A,ADLD,201010,2017-06-08,2017-06-02,2018-03-12,4388,2018-03-23
3030749,AN,22,400104,233,233,131,A,ADLD,411045,2017-04-24,2017-04-22,2018-03-28,4581,2018-03-31
3003048,AN,22,400104,233,233,131,C,ADLD,490023,2017-04-09,2017-04-04,2018-03-21,4581,2018-03-26
3045068,AJ,27,110034,233,233,131,B,ADLD,131001,2017-08-04,2017-05-11,2018-04-01,4388,2018-04-05
3044892,AN,21,110015,233,233,131,0,ADLD,0,2017-05-27,2017-05-24,2018-04-01,4580,2018-04-11
3044892,AN,21,110015,233,233,131,0,ADLD,0,2017-05-27,2017-05-24,2018-04-01,4580,2018-04-11
2839375,AN,22,400104,233,245,131,A,ADLD,380009,2017-06-12,2017-06-09,2018-02-05,4581,2018-02-08
2839793,C,1,400059,233,233,131,A,ADLD,400015,2016-03-22,2016-03-22,2018-02-05,4545,2018-02-10
2931254,AN,21,110015,233,233,131,A,ADLD,110043,2017-12-14,2017-12-07,2018-03-03,4580,2018-03-05
2827129,AN,22,400104,233,233,228,B,ADLD,393001,2017-11-29,2017-11-29,2018-02-01,4581,2018-02-05
3062577,AJ,8,700064,201,233,228,D,ADLD,713324,2017-12-10,2017-12-09,2018-04-06,4499,2018-04-11
2838462,J,2,110018,233,233,131,A,ADLD,110080,2017-02-26,2017-02-23,2018-02-04,4154,2018-02-06
2869941,AN,22,400104,233,233,131,A,ADLD,411009,2017-07-31,2017-07-29,2018-02-14,4581,2018-02-16
3066992,AN,21,110015,233,233,131,C,ADLD,143001,2017-11-18,2017-10-16,2018-04-09,4580,2018-04-11
3066992,AN,21,110015,233,233,131,C,ADLD,143001,2017-11-18,2017-10-16,2018-04-09,4580,2018-04-11
2873374,S,5,380009,233,233,131,C,ADLD,388540,2017-08-22,2017-08-12,2018-02-15,4541,2018-02-21
2903955,AA,24,110092,233,233,131,C,ADLD,828127,2017-11-11,2017-10-26,2018-02-24,4150,2018-03-17
2947970,AJ,12,302006,233,233,228,0,ADLD,302034,2018-01-15,2018-01-10,2018-03-06,4407,2018-03-15
3005588,AD,2,110018,308,245,131,A,ADLD,110085,2018-02-03,2018-01-22,2018-03-22,4148,2018-03-27
2838285,Y,21,110015,233,233,131,A,ADLD,201306,2018-01-05,2018-01-03,2018-02-04,4580,2018-02-10
2818733,AN,7,500004,233,233,228,C,ADLD,505001,2018-01-04,2017-11-16,2018-01-30,4403,2018-02-05
2887994,AJ,2,110018,233,233,228,A,ADLD,201304,2017-07-29,2015-08-22,2018-02-20,4388,2018-02-21
2889777,AJ,2,110018,233,233,131,A,ADLD,201014,2018-01-23,2018-01-22,2018-02-20,4388,2018-02-22
2931118,AJ,7,500004,233,233,228,A,ADLD,500091,2017-06-21,2017-06-03,2018-03-02,4474,2018-03-05
2858769,C,3,560011,233,233,131,A,ADLD,560091,2017-02-28,2017-02-28,2018-02-10,4461,2018-02-26
2924750,C,2,110018,233,233,131,A,ADLD,201001,2017-11-16,2017-11-16,2018-02-28,4550,2018-03-04
2925203,AI,8,700064,233,233,131,B,ADLD,734006,2017-12-02,2017-12-02,2018-02-28,4499,2018-03-04
2944567,C,2,110018,233,233,131,A,ADLD,110018,2018-01-22,2018-01-21,2018-03-06,4550,2018-03-14
2905426,C,6,160059,233,233,228,C,ADLD,141007,2018-01-24,2016-02-24,2018-02-24,4549,2018-03-23
3003391,AN,26,560066,233,233,228,A,ADLD,560093,2017-08-11,2017-08-05,2018-03-21,5001,2018-03-23
2982012,C,1,400059,233,233,131,A,ADLD,421302,2016-08-08,2016-05-11,2018-03-15,4545,2018-03-22
3015340,C,8,700064,233,233,131,A,ADLD,700016,2017-08-30,2017-08-14,2018-03-24,4511,2018-03-30
3065207,C,2,110018,233,233,131,A,ADLD,122505,2018-01-13,2018-01-13,2018-04-07,4091,2018-04-15
3046997,AE,22,400104,233,245,131,B,ADLD,382007,2017-08-31,2017-05-13,2018-04-02,4581,2018-04-08
2858094,AN,22,400104,233,233,131,A,ADLD,411018,2017-10-03,2017-10-01,2018-02-10,4581,2018-02-17
2908101,AN,7,500004,233,233,131,A,ADLD,500015,2017-12-09,2017-06-30,2018-02-26,4403,2018-03-06
3039614,AJ,27,110034,308,233,131,A,ADLD,110043,2017-10-18,2017-08-09,2018-03-30,4388,2018-04-05
2839818,G,8,700064,233,233,131,A,ADLD,700013,2017-03-29,2017-03-25,2018-02-05,4504,2018-02-08
2840436,AF,10,226010,233,233,131,B,ADLD,282005,2017-02-20,2017-02-16,2018-02-05,4393,2018-02-21
